ID,ApplicationDate_ds1,AnnualIncome,EmploymentStatus,Experience_ds1,LoanDuration,NumberOfDependents,MonthlyDebtPayments,NumberOfOpenCreditLines,BankruptcyHistory,PreviousLoanDefaults,LengthOfCreditHistory,CheckingAccountBalance,TotalLiabilities,NetWorth,LoanApproved,ApplicationDate_ds2,Age,CreditScore,EducationLevel,Experience_ds2,LoanAmount,MaritalStatus,HomeOwnershipStatus,CreditCardUtilizationRate,NumberOfCreditInquiries,LoanPurpose,PaymentHistory,SavingsAccountBalance,TotalAssets,JobTenure,InterestRate,RiskScore
B3688,22-06-2023,47194,Employed,28,60,1,185,3,0,1,17,267,39510,192529,0,22-06-2055,50,483,Bachelor,28.0,12837,Divorced,Rent,39.7,1,Auto,25,807,232039,2,29.34,53
B3689,23-06-2023,34498,Employed,33,36,0,296,1,0,0,18,4581,20642,135326,1,23-06-2055,53,565,High School,33.0,10394,Divorced,Mortgage,4.17,2,Debt Consolidation,22,1254,155968,6,18.82,38
B3690,24-06-2023,55611,Self-Employed,7,36,1,246,1,0,0,8,1041,25738,8498,0,24-06-2055,31,630,Master,7.0,65372,Married,Rent,9.48,0,Other,30,2966,17334,4,22.99,50
B3691,25-06-2023,61057,Employed,24,60,2,217,1,0,0,24,1787,34530,1443,1,25-06-2055,49,584,Doctorate,24.0,19641,Married,Mortgage,5.56,1,Home,26,17094,26739,8,21.97,44
B3692,26-06-2023,136687,Employed,40,48,2,420,3,0,0,1,346,5868,204530,1,26-06-2055,63,622,High School,40.0,23998,Married,Other,7.07,0,Home,20,1560,210398,6,19.23,37
B3693,27-06-2023,28465,Employed,8,36,0,357,4,0,0,15,2995,11171,7039,0,27-06-2055,31,576,High School,8.0,10436,Married,Mortgage,2.35,0,Auto,33,8686,18210,2,20.77,XX
B3694,28-06-2023,91186,Employed,41,36,0,231,7,0,0,26,1706,13240,299885,1,28-06-2055,61,565,Master,41.0,14174,Married,Own,3.51,2,Education,21,5887,313125,2,22.26,40
B3695,29-06-2023,80402,Employed,9,48,0,229,4,0,0,15,200,21607,162541,1,29-06-2055,33,606,Bachelor,9.0,28297,Married,Rent,21.4,1,Home,27,1812,184148,8,20.93,33
B3696,30-06-2023,39174,Unemployed,4,36,2,590,4,0,0,12,973,25996,5625,0,30-06-2055,29,625,Doctorate,4.0,15139,Married,Mortgage,4.18,2,Debt Consolidation,16,3701,31621,7,17.97,58
B3697,01-07-2023,28964,Employed,20,84,1,324,1,0,0,23,2005,12673,200719,0,01-07-2055,43,577,Master,20.0,18781,Married,Rent,35.2,0,Home,30,4667,213392,4,26.69,48
B3698,02-07-2023,222541,Employed,29,60,2,281,1,0,0,8,908,24982,152541,1,02-07-2055,48,521,High School,29.0,14498,Married,Rent,13.6,1,Home,18,6632,177523,2,25.98,38
B3699,03-07-2023,40956,Employed,24,108,1,203,0,0,0,6,1154,21882,9328,0,03-07-2055,50,663,Bachelor,24.0,87200,Divorced,Own,1.63,0,Debt Consolidation,14,977,31210,4,31.41,XX
B3700,04-07-2023,43798,Employed,7,24,0,1163,3,0,0,16,7915,11424,211096,0,04-07-2055,28,475,Bachelor,7.0,8409,Divorced,Mortgage,292.0,1,Debt Consolidation,20,2104,222520,9,26.6,51
B3701,05-07-2023,40620,Employed,22,24,0,266,5,0,0,12,1501,4153,24973,0,05-07-2055,45,606,High School,22.0,27239,Married,Own,18.4,0,Other,22,1364,29126,3,20.19,49
B3702,06-07-2023,33926,Employed,7,48,0,278,3,0,0,23,3045,144079,8724,0,06-07-2055,31,554,High School,7.0,22777,Divorced,Rent,6.0,2,Education,24,1516,26333,3,22.55,55
B3703,07-07-2023,34159,Unemployed,0,48,3,386,5,1,0,16,240,28347,513251,1,07-07-2055,22,514,Bachelor,0.0,9378,Single,Mortgage,49.7,3,Home,26,442,541598,3,22.44,53
B3704,08-07-2023,42093,Employed,9,36,3,411,3,0,1,17,14652,20845,7671,0,08-07-2055,28,544,Associate,9.0,18699,Single,Mortgage,725.0,0,Home,29,775,15427,2,20.66,60
B3705,09-07-2023,27001,Employed,7,84,2,416,4,0,0,24,1709,64946,23858,0,09-07-2055,30,616,Bachelor,7.0,24591,Married,Rent,1.47,0,Home,31,2367,88804,5,22.29,56
B3706,10-07-2023,42864,Employed,23,108,2,451,2,0,0,26,3896,3238,4179,0,10-07-2055,46,597,High School,23.0,20064,Single,Rent,11.2,0,Education,20,3497,7417,5,27.25,50
B3707,11-07-2023,17016,Employed,28,48,2,762,1,0,0,28,1087,28654,25257,0,11-07-2055,53,635,Bachelor,28.0,18743,Divorced,Rent,6.07,0,Other,22,12778,53911,5,21.9,51
B3708,12-07-2023,40340,Unemployed,0,24,4,567,3,0,0,11,363,16477,321600,0,12-07-2055,22,585,Associate,0.0,22566,Married,Own,2.04,1,Other,29,472,338077,7,20.63,48
B3709,13-07-2023,67233,Self-Employed,19,60,2,576,2,0,0,8,1464,90999,270893,1,13-07-2055,44,641,Master,19.0,13279,Single,Own,38.2,2,Debt Consolidation,30,6532,361892,8,20.94,36
B3710,14-07-2023,77013,Employed,1,48,2,161,2,0,0,7,1028,2579,9027,0,14-07-2055,25,587,Associate,1.0,16127,Single,Rent,1.62,0,Education,25,10291,11606,2,21.59,XX
B3711,15-07-2023,127099,Self-Employed,25,60,2,584,2,0,0,20,340,123542,64224,1,15-07-2055,47,623,Master,25.0,33804,Married,Own,3.18,1,Auto,22,2653,187766,11,20.38,40
B3712,16-07-2023,37195,Employed,9,72,0,544,3,0,0,16,1599,150149,3222,0,16-07-2055,32,609,Associate,9.0,36607,Divorced,Mortgage,2.99,0,Auto,22,12556,139672,5,25.5,56
B3713,17-07-2023,79815,Employed,1,24,1,342,2,0,1,8,136,23932,46548,0,17-07-2055,27,510,Bachelor,1.0,15292,Single,Own,6.59,1,Auto,25,6457,70480,8,26.32,59
B3714,18-07-2023,24627,Employed,29,12,0,572,7,0,0,7,184,11628,50194,0,18-07-2055,49,616,High School,29.0,20669,Married,Other,43.3,0,Debt Consolidation,31,3704,61822,7,16.69,49
B3715,19-07-2023,35781,Employed,8,84,0,438,1,0,0,24,881,32631,61544,0,19-07-2055,32,587,Master,8.0,19739,Single,Own,4.38,2,Debt Consolidation,29,4192,94175,6,27.4,56
B3716,20-07-2023,123244,Self-Employed,15,48,0,273,1,0,0,1,2195,270747,6839,1,20-07-2055,36,555,Master,,41837,Married,Rent,39.9,4,Auto,16,1494,198870,3,21.61,50
B3717,21-07-2023,48661,Employed,0,96,0,233,2,0,0,25,6200,6346,73011,0,21-07-2055,18,596,Master,0.0,14554,Divorced,Mortgage,29.4,0,Home,24,1680,79357,8,25.15,57
B3718,22-07-2023,129345,Employed,26,36,0,703,0,0,0,15,386,48382,26691,1,22-07-2055,51,627,Bachelor,26.0,15762,Married,Mortgage,1.54,1,Home,29,7111,75073,3,17.91,35
B3719,23-07-2023,51053,Employed,28,12,1,437,1,0,0,10,249,17023,118606,0,23-07-2055,49,549,Associate,28.0,14806,Single,Mortgage,1.38,1,Auto,17,1589,135629,4,21.62,45
B3720,24-07-2023,164119,Employed,17,120,4,555,2,0,0,23,1061,16974,43800,1,24-07-2055,40,632,Bachelor,17.0,18081,Married,Rent,11.5,2,Education,20,2972,60774,6,27.62,38
B3721,25-07-2023,67731,Employed,0,72,2,846,6,0,0,15,446,272302,10163,0,25-07-2055,21,512,Doctorate,0.0,48388,Married,Mortgage,9.75,1,Debt Consolidation,25,5163,134864,2,33.34,51
B3722,26-07-2023,138309,Self-Employed,36,36,3,642,0,0,0,13,608,28347,18019,1,26-07-2055,54,656,Bachelor,36.0,16035,Married,Own,2.92,0,Education,23,669,46366,5,15.45,36
B3723,27-07-2023,38990,Employed,9,12,0,492,3,0,1,26,1415,19281,6996,0,27-07-2055,32,578,Doctorate,9.0,16239,Married,Mortgage,1.81,0,Education,25,654,13215,3,20.44,56
B3724,28-07-2023,26245,Self-Employed,11,24,1,636,1,0,0,23,662,109067,3142,0,28-07-2055,34,580,Associate,11.0,18340,Divorced,Rent,3.33,1,Education,20,2461,19902,5,17.9,63
B3725,29-07-2023,44305,Employed,48,24,4,440,4,0,0,3,1846,14193,286195,0,29-07-2055,67,606,Master,48.0,51172,Married,Own,18.4,1,Home,23,1919,300388,6,21.92,46
B3726,30-07-2023,66421,Employed,10,36,2,255,2,1,0,9,731,55374,9011,0,30-07-2055,31,550,Bachelor,10.0,32899,Married,Mortgage,5.08,0,Other,17,5103,17846,6,20.65,64
B3727,31-07-2023,149750,Employed,29,36,2,999,2,1,0,23,329,41799,11131,1,31-07-2055,48,638,Master,29.0,17369,Married,Mortgage,4.37,0,Auto,20,4554,52930,6,18.17,48
B3728,01-08-2023,77407,Employed,22,36,1,418,6,0,0,24,2605,92223,108503,1,01-08-2055,46,624,Bachelor,22.0,18995,Single,Own,3.99,0,Auto,33,1840,200726,7,19.05,40
B3729,02-08-2023,74875,Employed,19,84,0,404,2,0,0,22,805,20880,44372,1,02-08-2055,44,577,Associate,19.0,8110,Married,Other,1.8,2,Education,33,1391,65252,7,26.89,40
B3730,03-08-2023,57157,Employed,19,96,5,1073,3,0,0,24,311,21002,20896,0,03-08-2055,43,631,Bachelor,19.0,25028,Married,Other,9.81,2,Home,23,1566,41898,4,29.13,46
B3731,04-08-2023,24257,Employed,20,48,0,604,2,0,0,20,222,138156,18919,0,04-08-2055,44,527,Master,20.0,9890,Single,Rent,41.3,3,Other,25,3997,157075,5,23.66,59
B3732,05-08-2023,154898,Employed,22,24,3,724,8,0,0,28,444,11830,47054,1,05-08-2055,43,625,Associate,22.0,35316,Married,Own,5.85,2,Education,24,1280,58884,4,16.78,36
B3733,06-08-2023,93074,Employed,15,108,1,641,7,0,0,18,1326,24618,5001,0,06-08-2055,39,659,Doctorate,,76358,Widowed,Rent,2.94,1,Home,26,2632,12179,4,29.51,47
B3734,07-08-2023,71578,Employed,36,72,2,457,4,0,0,13,472,119233,9716,0,07-08-2055,58,606,High School,36.0,43334,Married,Mortgage,1.57,0,Education,16,2915,8483,6,22.83,XX
B3735,08-08-2023,72469,Employed,1,36,3,740,1,0,0,25,3132,42953,73270,1,08-08-2055,24,554,High School,1.0,14572,Married,Rent,513.0,4,Education,30,3362,116223,11,19.1,44
B3736,09-08-2023,18907,Employed,28,60,4,1482,7,0,0,2,2363,53380,2574,0,09-08-2055,52,521,Associate,28.0,18995,Married,Rent,5.15,3,Auto,25,4310,15878,7,25.81,61
B3737,10-08-2023,37239,Employed,24,48,3,383,2,0,0,25,456,22352,4577,0,10-08-2055,49,605,Master,24.0,26636,Divorced,Rent,26.0,0,Other,23,3382,20781,4,24.34,50
B3738,11-08-2023,56215,Employed,26,48,0,580,3,0,0,7,2159,32883,4609,0,11-08-2055,48,590,High School,26.0,7429,Married,Own,16.8,0,Other,19,538,37492,10,23.33,58
B3739,12-08-2023,53807,Employed,33,96,0,630,3,0,0,14,496,95444,5165,0,12-08-2055,53,637,Bachelor,33.0,29751,Married,Rent,1.91,0,Debt Consolidation,25,933,39901,5,25.03,46
B3740,13-08-2023,48049,Employed,16,72,5,728,7,0,0,13,2939,1168,245109,0,13-08-2055,38,533,Bachelor,16.0,29961,Married,Rent,3.58,0,Home,29,2085,246277,8,28.78,49
B3741,14-08-2023,76384,Employed,0,72,0,675,1,0,0,20,438,6359,88822,0,14-08-2055,18,526,High School,0.0,21675,Married,Rent,3.83,0,Debt Consolidation,24,14275,95181,8,29.05,56
B3742,15-08-2023,39860,Employed,16,36,1,741,2,1,0,21,1310,15599,61169,0,15-08-2055,39,453,High School,16.0,29929,Single,Rent,3.12,1,Education,28,2107,76768,7,29.59,63
B3743,16-08-2023,142199,Employed,4,60,0,199,2,0,0,8,2464,72837,9388,1,16-08-2055,28,559,High School,4.0,20189,Married,Rent,3.5,0,Debt Consolidation,28,930,65999,1,22.58,44
B3744,17-08-2023,52750,Employed,12,84,1,393,3,0,0,18,1619,8028,134071,0,17-08-2055,31,599,Bachelor,12.0,17390,Single,Mortgage,11.0,1,Auto,30,1753,142099,5,23.73,45
B3745,18-08-2023,74207,Employed,4,48,3,276,4,0,0,25,270,17603,26458,0,18-08-2055,25,549,Associate,4.0,118908,Married,Mortgage,253.0,0,Home,16,1588,44061,4,35.0,50
B3746,19-08-2023,56318,Employed,13,84,2,353,1,0,0,10,83,22015,101886,0,19-08-2055,34,552,High School,13.0,55962,Single,Mortgage,2.34,2,Other,25,2910,123901,3,30.41,XX
B3747,20-08-2023,40947,Employed,7,48,2,519,7,0,0,21,334,14747,275663,1,20-08-2055,32,623,Doctorate,7.0,12781,Married,Mortgage,2.08,2,Debt Consolidation,22,2949,290410,2,16.8,36
B3748,21-08-2023,22514,Employed,0,36,2,183,2,1,0,3,222,9734,23240,0,21-08-2055,18,599,Master,0.0,14743,Widowed,Own,19.2,0,Debt Consolidation,25,1050,32974,2,23.5,66
B3749,22-08-2023,58381,Unemployed,27,36,3,321,0,0,1,1,329,102548,6061,0,22-08-2055,48,564,Bachelor,27.0,22726,Divorced,Mortgage,5.47,1,Home,23,4520,35180,3,18.37,72
B3750,23-08-2023,183158,Employed,42,24,3,445,6,0,1,16,98,71396,10432,1,23-08-2055,66,608,Bachelor,42.0,12941,Married,Other,5.08,1,Other,30,23546,69656,2,17.22,43
B3751,24-08-2023,40629,Self-Employed,26,120,2,784,3,0,0,20,580,13627,37472,0,24-08-2055,47,621,High School,26.0,40678,Single,Rent,4.93,0,Home,34,2869,51099,8,32.05,60
B3752,25-08-2023,71729,Employed,15,48,5,351,4,0,1,3,1744,59362,5344,0,25-08-2055,37,417,Bachelor,,10879,Married,Mortgage,2.9,0,Other,20,3580,19808,5,29.71,67
B3753,26-08-2023,41616,Employed,13,96,3,374,2,0,0,28,1111,19117,44578,0,26-08-2055,39,554,Doctorate,13.0,38965,Married,Own,7.44,0,Home,27,586,63695,7,31.77,55
B3754,27-08-2023,51120,Employed,8,12,1,258,2,0,0,16,659,12024,38261,1,27-08-2055,34,623,Master,8.0,13614,Single,Mortgage,3.1,2,Auto,22,8734,50285,7,15.96,37
B3755,28-08-2023,85044,Employed,19,60,0,622,2,0,0,22,922,19986,5300,0,28-08-2055,41,610,High School,19.0,22416,Married,Mortgage,4.41,1,Home,20,365,5911,6,23.06,51
B3756,29-08-2023,41387,Employed,17,72,1,1098,1,0,0,21,1250,28208,243242,0,29-08-2055,39,558,High School,17.0,21456,Married,Rent,14.1,0,Education,26,1416,271450,4,23.32,50
B3757,30-08-2023,42194,Employed,8,36,2,304,3,0,0,18,1255,20342,4815,1,30-08-2055,29,538,Doctorate,8.0,13500,Married,Mortgage,4.51,2,Debt Consolidation,16,4154,12905,7,19.65,44
B3758,31-08-2023,109328,Employed,41,96,0,585,4,0,0,4,2698,5739,145374,1,31-08-2055,60,572,High School,41.0,12361,Divorced,Other,13.0,0,Debt Consolidation,26,1538,151113,4,22.61,40
B3759,01-09-2023,30101,Employed,0,12,2,406,3,0,0,18,1207,12402,1335,0,01-09-2055,22,555,Bachelor,0.0,10823,Single,Rent,3.45,1,Debt Consolidation,16,1227,13737,7,15.86,59
B3760,02-09-2023,55495,Employed,21,60,3,403,6,0,0,20,2018,5794,29329,0,02-09-2055,48,526,High School,21.0,39298,Divorced,Other,3.8,1,Other,17,13650,35123,4,30.99,50
B3761,03-09-2023,21543,Employed,16,36,3,537,3,0,0,2,328,2774,6858,0,03-09-2055,38,531,Master,16.0,11676,Married,Mortgage,671.0,1,Auto,24,4430,9632,2,20.34,64
B3762,04-09-2023,96950,Unemployed,41,48,1,346,3,0,0,7,7426,9367,9319,0,04-09-2055,62,547,High School,41.0,18665,Single,Rent,2.64,2,Home,26,5048,18686,2,24.57,61
B3763,05-09-2023,251936,Employed,22,48,0,968,4,1,0,9,336,12172,146519,1,05-09-2055,44,486,Bachelor,22.0,11945,Married,Own,12.6,1,Debt Consolidation,26,4863,158691,3,26.7,44
B3764,06-09-2023,36358,Self-Employed,12,84,1,385,2,0,0,25,1530,5119,84531,0,06-09-2055,35,475,High School,12.0,35887,Widowed,Own,4.21,1,Home,24,2108,89650,3,31.88,53
B3765,07-09-2023,21365,Employed,17,36,1,355,0,0,0,15,7456,19052,69883,0,07-09-2055,37,526,High School,17.0,19149,Married,Mortgage,6.42,0,Home,31,739,88935,6,23.97,XX
B3766,08-09-2023,90167,Unemployed,18,60,0,479,6,0,0,20,1390,16506,7497,0,08-09-2055,40,552,Bachelor,18.0,35118,Married,Mortgage,5.25,2,Debt Consolidation,27,1278,14085,6,23.77,55
B3767,09-09-2023,36997,Employed,1,36,2,340,3,0,0,23,1493,46165,3794,0,09-09-2055,26,474,High School,1.0,28245,Married,Own,5.08,1,Home,22,387,42790,4,31.44,54
B3768,10-09-2023,101979,Employed,7,36,0,276,4,0,0,22,725,13954,2478,1,10-09-2055,30,523,High School,7.0,10003,Single,Rent,13.5,1,Home,29,3814,16432,8,22.24,43
B3769,11-09-2023,24926,Employed,0,48,1,337,2,0,0,11,457,14076,337895,0,11-09-2055,18,565,High School,0.0,22329,Married,Mortgage,1.02,1,Home,25,2670,351971,10,25.27,53
B3770,12-09-2023,19513,Employed,5,60,1,303,4,0,0,2,1427,29965,145995,0,12-09-2055,28,555,High School,5.0,12072,Single,Other,24.6,1,Debt Consolidation,23,748,175960,8,26.9,54
B3771,13-09-2023,76472,Employed,21,48,0,575,1,0,0,19,1463,62800,323696,1,13-09-2055,41,640,Doctorate,21.0,30001,Divorced,Mortgage,42.0,1,Other,21,6987,386496,4,19.52,40
B3772,14-09-2023,75545,Employed,22,12,0,373,2,0,0,27,236,19114,82806,1,14-09-2055,43,613,Associate,22.0,14613,Married,Mortgage,40.5,0,Home,24,16724,101920,8,18.76,40
B3773,15-09-2023,27943,Employed,0,36,0,177,4,0,0,7,4812,44881,18719,0,15-09-2055,18,600,Master,0.0,15063,Married,Rent,40.5,0,Debt Consolidation,21,2386,63600,2,19.54,51
B3774,16-09-2023,89219,Employed,18,96,0,766,1,0,1,12,281,11672,96061,0,16-09-2055,38,568,Associate,18.0,40994,Divorced,Rent,2.73,0,Debt Consolidation,26,485,107733,5,29.82,55
B3775,17-09-2023,45150,Employed,26,72,1,246,2,0,0,24,844,16917,57336,0,17-09-2055,46,524,High School,26.0,25642,Married,Own,3.38,3,Home,20,4241,74253,8,30.22,57
B3776,18-09-2023,45106,Employed,18,36,1,1001,7,0,0,7,374,37914,4431,0,18-09-2055,38,615,Bachelor,18.0,14270,Married,Own,2.69,1,Other,24,2251,42345,4,16.95,51
B3777,19-09-2023,60757,Employed,8,60,0,427,5,0,1,21,574,16918,24317,0,19-09-2055,32,577,High School,8.0,13144,Divorced,Mortgage,5.14,1,Other,26,2752,41235,5,26.58,61
B3778,20-09-2023,36984,Employed,13,48,2,388,0,0,0,20,4170,69878,4405,0,20-09-2055,35,573,Bachelor,13.0,20955,Married,Own,39.4,2,Auto,18,13100,45241,1,22.98,53
B3779,21-09-2023,20699,Employed,8,48,1,601,4,0,0,28,7959,5051,210261,0,21-09-2055,33,523,High School,8.0,28500,Married,Mortgage,14.8,0,Home,28,2899,215312,9,28.28,53
B3780,22-09-2023,17594,Employed,11,48,2,798,4,0,1,10,10072,14751,58634,0,22-09-2055,32,539,Bachelor,11.0,18790,Married,Mortgage,4.09,2,Home,29,1912,73385,4,23.72,65
B3781,23-09-2023,41752,Employed,24,60,1,272,6,0,0,3,242,15473,70779,0,23-09-2055,42,649,Master,24.0,13357,Married,Mortgage,4.51,0,Auto,29,2483,86252,2,19.68,48
B3782,24-09-2023,300000,Employed,45,84,1,719,3,0,0,12,792,194006,1395,1,24-09-2055,67,631,Doctorate,45.0,33117,Divorced,Own,23.2,1,Auto,23,4569,31861,7,26.47,37
B3783,25-09-2023,47164,Employed,5,72,2,563,1,0,0,12,2837,9543,7191,0,25-09-2055,31,613,Bachelor,5.0,20289,Single,Own,2.14,0,Debt Consolidation,27,1168,16734,5,22.48,XX
B3784,26-09-2023,28425,Self-Employed,13,120,2,130,4,0,0,27,2701,22701,340181,0,26-09-2055,36,544,Bachelor,13.0,31473,Single,Rent,1.52,1,Auto,21,2193,362882,1,32.35,48
B3785,27-09-2023,86073,Employed,19,72,3,260,1,0,0,2,516,13916,61467,0,27-09-2055,39,600,High School,19.0,26130,Single,Mortgage,1.98,2,Education,25,4459,75383,3,23.06,47
B3786,28-09-2023,44328,Employed,12,24,1,336,2,0,0,22,4012,27795,3735,1,28-09-2055,31,611,Bachelor,12.0,6911,Married,Rent,27.6,2,Auto,19,6181,20180,4,15.31,43
B3787,29-09-2023,80227,Employed,28,36,3,289,4,0,1,2,581,11256,44477,0,29-09-2055,53,614,Doctorate,28.0,9565,Single,Other,6.03,3,Auto,21,1739,55733,2,21.98,64
B3788,30-09-2023,54572,Employed,0,36,1,231,4,0,1,4,2081,79084,31554,0,30-09-2055,18,571,Associate,0.0,25452,Single,Rent,14.6,4,Home,20,2528,110638,5,22.9,60
B3789,01-10-2023,113956,Employed,7,36,1,356,1,0,0,8,650,7912,50223,1,01-10-2055,33,506,Bachelor,7.0,17909,Single,Mortgage,11.9,1,Home,25,4365,58135,4,24.91,44
B3790,02-10-2023,25197,Self-Employed,25,60,5,343,4,1,0,27,4532,5377,136333,0,02-10-2055,49,543,Bachelor,25.0,34032,Single,Mortgage,3.99,2,Debt Consolidation,16,3290,141710,4,27.47,67
B3791,03-10-2023,112093,Employed,15,96,2,478,5,0,0,2,3853,15305,43006,0,03-10-2055,36,566,Bachelor,,12680,Single,Mortgage,42.2,0,Debt Consolidation,15,16585,58311,4,31.42,60
B3792,04-10-2023,67517,Employed,5,60,4,377,1,0,0,15,4002,4186,5705,0,04-10-2055,30,562,Bachelor,5.0,33002,Divorced,Mortgage,12.9,0,Education,23,1879,9891,2,24.69,53
B3793,05-10-2023,52456,Employed,24,48,2,453,2,0,0,14,1410,14109,45826,0,05-10-2055,45,580,High School,24.0,19279,Married,Other,22.6,1,Auto,36,4052,59935,3,23.09,50
B3794,06-10-2023,28999,Self-Employed,30,60,0,438,3,0,0,9,335,60694,41582,0,06-10-2055,50,598,Bachelor,30.0,21441,Widowed,Own,14.8,1,Auto,25,8327,102276,6,23.81,55
B3795,07-10-2023,35003,Employed,21,96,0,241,3,0,0,11,760,53233,4322,0,07-10-2055,42,577,High School,21.0,61416,Single,Mortgage,22.5,2,Home,20,1824,15415,5,31.3,57
B3796,08-10-2023,46248,Employed,6,60,0,321,0,0,0,10,569,17384,115036,0,08-10-2055,30,553,Bachelor,6.0,19398,Married,Rent,31.7,0,Debt Consolidation,19,2724,132420,1,25.77,49
B3797,09-10-2023,130408,Employed,20,96,3,487,1,0,0,29,940,73719,4087,0,09-10-2055,45,441,High School,20.0,22101,Married,Rent,26.0,0,Auto,25,1215,39279,5,34.7,48
B3798,10-10-2023,125063,Employed,13,36,3,454,2,1,1,14,430,10774,4039,0,10-10-2055,35,546,Master,13.0,22587,Divorced,Rent,3.01,2,Other,32,3814,14813,3,27.64,70
B3799,11-10-2023,52077,Self-Employed,29,60,1,571,2,0,0,24,180,10762,69850,1,11-10-2055,48,651,Master,29.0,12817,Married,Other,44.1,0,Debt Consolidation,28,2364,80612,10,17.78,43
B3800,12-10-2023,260149,Employed,38,12,3,468,6,0,0,2,403,15254,7264,1,12-10-2055,57,586,Bachelor,38.0,14921,Single,Rent,5.33,2,Home,22,773,10813,4,21.99,45
B3801,13-10-2023,57460,Unemployed,0,72,0,294,3,1,0,14,1662,148315,1760,0,13-10-2055,18,509,High School,0.0,14036,Married,Rent,16.1,2,Home,27,1841,54993,5,32.86,68
B3802,14-10-2023,77860,Employed,21,24,3,355,2,0,1,5,1016,31611,18687,1,14-10-2055,41,614,Master,21.0,14565,Married,Own,15.9,0,Home,26,1084,50298,1,19.34,44
B3803,15-10-2023,37200,Employed,0,48,3,271,1,0,0,26,1800,52698,58686,0,15-10-2055,19,549,Master,0.0,38201,Married,Mortgage,6.22,2,Education,23,6549,111384,3,30.42,57
B3804,16-10-2023,48168,Employed,43,120,3,172,3,0,0,19,599,68743,10574,0,16-10-2055,69,656,Bachelor,43.0,20106,Married,Mortgage,29.0,1,Debt Consolidation,19,9603,37815,4,25.9,46
B3805,17-10-2023,91708,Employed,10,48,2,594,0,0,0,7,2384,40602,6928,0,17-10-2055,34,569,Doctorate,10.0,25340,Married,Rent,2.42,1,Debt Consolidation,28,1367,34270,3,23.55,50
B3806,18-10-2023,58193,Employed,28,84,3,648,3,0,0,18,4611,20660,1788,0,18-10-2055,48,602,High School,28.0,19518,Married,Rent,2.75,1,Auto,20,3086,22448,6,25.32,55
B3807,19-10-2023,44763,Employed,18,60,0,542,4,0,0,5,2441,25567,98084,0,19-10-2055,39,620,Bachelor,18.0,32994,Married,Mortgage,4.52,1,Debt Consolidation,17,1966,123651,5,23.87,51
B3808,20-10-2023,82945,Self-Employed,8,84,0,683,2,0,1,19,676,11897,29991,0,20-10-2055,30,450,Bachelor,8.0,36604,Single,Own,17.1,1,Debt Consolidation,23,2077,41888,7,34.19,57
B3809,21-10-2023,47389,Employed,5,120,3,216,2,0,0,24,1928,3182,189105,0,21-10-2055,28,591,High School,5.0,8709,Married,Rent,4.51,1,Other,21,7151,192287,4,24.26,XX
B3810,22-10-2023,87329,Employed,33,60,1,681,4,0,0,12,2092,69526,15618,0,22-10-2055,59,614,Bachelor,33.0,30379,Single,Rent,16.5,1,Auto,26,1762,85144,9,21.84,45
B3811,23-10-2023,105602,Employed,29,72,2,359,3,0,0,7,198,29212,57611,1,23-10-2055,51,613,Bachelor,29.0,15184,Married,Mortgage,22.5,0,Home,21,1562,86823,3,18.37,42
B3812,24-10-2023,87176,Employed,37,36,5,355,4,0,0,25,740,19132,9255,1,24-10-2055,63,553,High School,37.0,15342,Divorced,Mortgage,20.3,0,Debt Consolidation,21,178,16583,5,21.01,40
B3813,25-10-2023,16309,Employed,13,108,1,276,4,0,0,20,1384,11073,108596,0,25-10-2055,40,568,Bachelor,13.0,15097,Married,Rent,2.2,2,Auto,22,8516,119669,6,27.39,56
B3814,26-10-2023,65106,Employed,21,60,0,550,4,1,0,21,607,37651,5617,0,26-10-2055,43,548,High School,21.0,20660,Single,Own,5.96,1,Debt Consolidation,30,2865,43268,1,26.8,63
B3815,27-10-2023,53270,Employed,14,84,0,586,2,0,1,9,347,44850,73826,0,27-10-2055,36,472,Bachelor,14.0,23687,Married,Rent,3.25,0,Debt Consolidation,23,1730,118676,4,32.61,55
B3816,28-10-2023,47006,Employed,14,60,3,388,3,0,0,6,768,8760,16952,0,28-10-2055,36,540,Bachelor,14.0,30158,Single,Own,1.71,1,Education,14,5546,25712,4,29.29,58
B3817,29-10-2023,31877,Employed,4,120,0,207,3,0,0,15,200,149454,8084,0,29-10-2055,27,538,High School,4.0,15003,Widowed,Rent,1.56,0,Education,22,1119,8918,1,36.12,56
B3818,30-10-2023,43992,Employed,19,72,3,279,4,0,0,2,159,20861,6930,0,30-10-2055,41,608,Bachelor,19.0,70365,Married,Own,29.5,3,Education,18,2886,18494,5,28.13,56
B3819,31-10-2023,51463,Employed,6,24,1,193,3,0,0,21,11657,30244,9535,0,31-10-2055,30,568,Associate,6.0,22927,Married,Own,29.3,3,Home,26,972,18121,5,20.19,56
B3820,01-11-2023,64153,Employed,26,36,3,255,4,0,0,28,1163,38431,317652,0,01-11-2055,45,597,Bachelor,26.0,44239,Single,Other,39.0,3,Debt Consolidation,20,770,356083,5,24.43,44
B3821,02-11-2023,71560,Employed,21,72,0,259,3,0,1,9,462,16445,9421,0,02-11-2055,42,634,Associate,21.0,16266,Widowed,Rent,3.16,2,Education,31,471,6494,13,25.71,60
