ID,ApplicationDate,AnnualIncome,EmploymentStatus,LoanDuration,NumberOfDependents,MonthlyDebtPayments,NumberOfOpenCreditLines,BankruptcyHistory,PreviousLoanDefaults,LengthOfCreditHistory,CheckingAccountBalance,TotalLiabilities,NetWorth,LoanApproved,Age,CreditScore,EducationLevel,LoanAmount,MaritalStatus,HomeOwnershipStatus,CreditCardUtilizationRate,NumberOfCreditInquiries,LoanPurpose,PaymentHistory,SavingsAccountBalance,TotalAssets,JobTenure,InterestRate,RiskScore,Experience,MonthlyIncome,MonthlyLoanPayment,TotalDebtToIncomeRatio
B5441,2020-04-09,171174,Employed,60,1,619,4,0,0,11,1010,14580,168864,1,59,578,Bachelor,19067,Single,Mortgage,24.7,1,Auto,27,5991,183444,1,22.72,35.0,38.0,14264.5,534.44,8.09
B5442,2020-04-10,32995,Employed,96,1,212,2,0,0,16,341,25323,247512,1,42,593,Master,10117,Single,Mortgage,3.82,0,Debt Consolidation,29,4132,272835,3,21.01,37.0,19.0,2749.58,218.4,15.65
B5443,2020-04-11,72115,Employed,36,1,611,8,0,0,8,1089,47133,15348,0,35,592,Bachelor,41076,Widowed,Rent,3.45,0,Auto,20,1836,62481,6,20.79,53.0,12.0,6009.58,1543.12,35.84
B5444,2020-04-12,85260,Employed,72,3,369,2,0,1,3,390,13130,81399,0,58,646,Master,29767,Married,Mortgage,5.17,1,Debt Consolidation,39,11933,94529,6,22.02,58.0,35.0,7105.0,748.28,15.73
B5445,2020-04-13,79947,Self-Employed,60,1,228,4,1,0,22,2329,7896,50247,1,45,581,Associate,13856,Married,Own,5.66,2,Auto,20,4638,58143,7,20.61,51.0,22.0,6662.25,371.82,9.0
B5446,2020-04-14,32648,Employed,12,0,203,3,0,0,25,111,13601,23364,0,32,621,Master,30776,Married,Other,18.9,0,Auto,13,3237,36965,1,18.11,47.0,12.0,2720.67,2823.15,111.23
B5447,2020-04-15,42398,Employed,60,1,347,3,0,1,21,2279,42881,10798,0,45,523,Associate,27307,Married,Own,4.22,0,Debt Consolidation,20,10382,53679,4,24.85,58.0,27.0,3533.17,799.1,32.44
B5448,2020-04-16,69634,Employed,36,2,589,2,0,0,16,2742,31825,90955,0,36,536,Master,38198,Married,Own,1.49,2,Auto,22,1274,122780,8,24.75,49.0,15.0,5802.83,1513.7,36.24
B5449,2020-04-17,51764,Employed,96,0,298,3,0,0,27,665,14490,1616,0,18,614,Bachelor,14761,Single,Own,2.8,1,Home,31,7736,11459,5,23.23,47.0,0.0,4313.67,339.66,14.78
B5450,2020-04-18,33664,Employed,48,2,520,5,0,0,25,5726,73011,5512,0,51,581,Doctorate,22303,Single,Mortgage,25.4,1,Home,18,1054,34987,3,22.48,51.0,31.0,2805.33,708.5,43.79
B5451,2020-04-19,86002,Unemployed,96,2,487,2,0,1,15,348,27979,5037,0,53,630,Master,13940,Married,Mortgage,40.1,2,Education,25,1794,25857,6,22.16,62.0,31.0,7166.83,311.14,11.14
B5452,2020-04-20,215634,Employed,36,3,396,6,0,1,15,689,6454,28542,1,62,637,Associate,39903,Married,Other,25.2,3,Auto,19,6574,34996,7,20.04,45.0,37.0,17969.5,1483.75,10.46
B5453,2020-04-21,31084,Employed,24,5,282,1,0,0,16,1040,46731,1547,0,45,586,High School,19901,Married,Own,2.01,3,Debt Consolidation,24,1524,43015,5,19.41,59.0,21.0,2590.33,1007.15,49.77
B5454,2020-04-22,77895,Employed,36,0,520,1,0,0,6,1445,16292,99298,0,37,581,Master,47522,Divorced,Mortgage,21.2,1,Debt Consolidation,15,984,115590,4,27.7,54.0,14.0,6491.25,1957.99,38.17
B5455,2020-04-23,60208,Employed,24,1,204,2,0,1,24,932,2400,9583,0,50,643,Bachelor,30048,Married,Rent,5.33,2,Auto,33,7132,11983,2,18.35,58.0,26.0,5017.33,1505.21,34.07
B5456,2020-04-24,52719,Employed,72,0,1120,2,0,0,27,1487,59343,58501,0,50,658,Master,36494,Divorced,Other,4.92,2,Auto,24,2836,117844,3,22.1,45.0,29.0,4393.25,919.12,46.41
B5457,2020-04-25,89529,Employed,12,0,417,7,0,1,8,687,27004,61855,0,59,590,Associate,18232,Married,Rent,10.4,1,Auto,19,1532,88859,2,20.69,53.0,37.0,7460.75,1694.94,28.31
B5458,2020-04-26,64738,Employed,24,2,895,3,0,0,13,3793,30893,41068,0,39,525,High School,20872,Single,Own,2.45,1,Education,24,2944,71961,3,24.62,51.0,15.0,5394.83,1109.99,37.17
B5459,2020-04-27,35506,Employed,24,3,931,3,0,0,24,631,15337,237465,0,38,525,High School,45862,Single,Own,11.7,0,Other,25,6958,252802,7,28.8,48.0,16.0,2958.83,2536.03,117.18
B5460,2020-04-28,91666,Employed,120,3,208,3,0,1,25,442,21910,16691,0,31,444,Bachelor,16633,Married,Own,48.6,1,Home,23,1111,38601,1,30.94,58.0,9.0,7638.83,450.07,8.61
B5461,2020-04-29,46576,Unemployed,60,2,826,2,0,0,24,1794,107600,9310,0,46,585,High School,43592,Married,Rent,2.02,1,Home,20,3016,71526,10,22.76,58.0,20.0,3881.33,1222.88,52.79
B5462,2020-04-30,94715,Unemployed,36,0,262,6,0,0,16,301,10628,81101,1,21,576,Bachelor,14995,Single,Rent,3.04,0,Home,22,12395,91729,3,21.26,40.0,0.0,7892.92,566.94,10.5
B5463,2020-05-01,51405,Employed,72,1,641,4,0,0,13,2451,15123,79584,0,49,604,Associate,23294,Single,Mortgage,8.82,0,Auto,23,3976,94707,5,22.82,44.0,23.0,4283.75,596.68,28.89
B5464,2020-05-02,56960,Employed,48,1,211,3,0,0,16,1808,27910,198124,1,47,629,Bachelor,18132,Divorced,Rent,5.9,0,Auto,27,20179,226034,5,19.95,40.0,28.0,4746.67,551.28,16.06
B5465,2020-05-03,61993,Employed,36,3,591,7,0,0,23,377,44026,25955,0,47,615,Master,46479,Married,Rent,2.52,1,Home,23,4725,69981,5,22.6,47.0,26.0,5166.08,1789.51,46.08
B5466,2020-05-04,58728,Employed,96,1,447,3,0,0,25,1188,11953,156068,0,41,611,High School,32731,Single,Mortgage,26.5,1,Home,19,387,168021,6,27.69,51.0,18.0,4894.0,850.44,26.51
B5467,2020-05-05,29446,Employed,36,0,371,3,0,1,6,1673,9301,21746,0,58,594,Associate,18397,Single,Rent,21.2,0,Debt Consolidation,24,422,31047,8,18.75,62.0,35.0,2453.83,672.04,42.51
B5468,2020-05-06,82121,Employed,60,0,204,6,0,0,17,247,14537,4864,1,50,654,Bachelor,15683,Single,Rent,3.79,2,Auto,20,1868,11535,4,17.97,39.0,32.0,6843.42,397.99,8.8
B5469,2020-05-07,122346,Employed,60,3,423,3,0,0,22,876,20672,13459,1,32,527,Master,31851,Widowed,Mortgage,1.38,0,Education,21,4179,34131,5,29.26,37.0,10.0,10195.5,1016.06,14.11
B5470,2020-05-08,61534,Employed,36,4,273,4,0,0,8,1191,6068,75784,0,32,455,High School,18510,Single,Other,6.88,1,Auto,24,12716,81852,3,27.66,51.0,5.0,5127.83,762.24,20.19
B5471,2020-05-09,15000,Employed,84,3,371,4,0,0,26,730,7576,5668,0,29,564,Bachelor,37657,Single,Own,5.12,0,Home,27,10101,13244,7,29.38,53.0,6.0,1250.0,1061.07,114.57
B5472,2020-05-10,26437,Employed,72,0,1084,4,0,0,24,522,144390,4529,0,46,651,Doctorate,9983,Divorced,Own,5.62,0,Debt Consolidation,32,7229,112520,4,17.8,53.0,22.0,2203.08,226.56,59.49
B5473,2020-05-11,39644,Employed,48,0,365,3,0,0,29,10958,28090,66367,0,27,546,Bachelor,27197,Single,Own,5.54,1,Auto,25,10904,94457,5,27.03,51.0,6.0,3303.67,932.84,39.28
B5474,2020-05-12,36468,Employed,60,2,309,0,0,0,13,721,21118,6029,0,53,633,Master,28594,Divorced,Other,6.68,1,Education,22,1278,27147,4,21.09,55.0,30.0,3039.0,775.01,35.67
B5475,2020-05-13,112560,Self-Employed,60,0,513,3,0,0,28,177,123892,1478,1,55,645,Master,21706,Married,Mortgage,24.1,0,Debt Consolidation,25,1518,107368,9,21.83,39.0,33.0,9380.0,597.4,11.84
B5476,2020-05-14,37912,Employed,72,0,352,0,0,0,24,228,166105,2818,0,29,587,Master,26672,Single,Mortgage,5.56,2,Auto,21,4929,77263,3,24.29,60.0,4.0,3159.33,706.89,33.52
B5477,2020-05-15,64199,Self-Employed,36,4,371,6,0,0,2,490,9818,200739,0,37,518,Bachelor,23712,Married,Mortgage,16.2,0,Home,23,1010,210557,3,28.34,54.0,12.0,5349.92,985.17,25.35
B5478,2020-05-16,161172,Employed,72,0,326,4,0,0,14,174,3954,183880,1,40,547,Bachelor,15760,Married,Mortgage,43.6,1,Home,24,8447,187834,4,25.03,36.0,17.0,13431.0,424.82,5.59
B5479,2020-05-17,37502,Employed,60,1,319,1,0,0,5,707,18114,4347,0,50,530,High School,13518,Divorced,Own,5.52,0,Education,31,3947,22461,6,25.75,60.0,27.0,3125.17,402.74,23.09
B5480,2020-05-18,27811,Employed,48,1,438,2,0,0,20,1816,79116,38265,0,59,579,High School,13870,Married,Own,4.19,0,Other,27,1435,117381,3,21.17,57.0,40.0,2317.58,430.76,37.49
B5481,2020-05-19,53210,Employed,72,1,292,4,0,0,9,1526,8648,10445,0,19,573,High School,31633,Married,Rent,7.55,3,Home,29,3839,19093,4,23.45,55.0,0.0,4434.17,822.27,25.13
B5482,2020-05-20,41115,Employed,48,1,427,3,0,0,28,995,4483,57544,0,36,562,High School,18001,Married,Own,16.4,1,Home,23,7492,62027,6,24.27,51.0,13.0,3426.25,589.56,29.67
B5483,2020-05-21,47138,Employed,36,4,283,2,0,0,24,2569,60821,3399,0,36,588,High School,23736,Divorced,Own,1.84,0,Home,23,2201,26974,4,19.44,56.0,12.0,3928.17,875.36,29.49
B5484,2020-05-22,93800,Employed,36,4,530,1,0,0,16,632,10713,16042,1,23,571,High School,10849,Married,Rent,4.19,0,Home,28,3028,26755,4,17.71,44.0,0.0,7816.67,390.64,11.78
B5485,2020-05-23,18081,Employed,48,0,212,0,0,0,23,190,15553,49825,0,34,496,High School,22143,Single,Rent,2.67,1,Home,14,1073,65378,6,28.61,51.0,13.0,1506.75,779.48,65.8
B5486,2020-05-24,81695,Employed,72,0,246,4,0,0,21,1378,22963,76586,1,45,590,High School,16876,Divorced,Mortgage,8.14,1,Debt Consolidation,20,6790,99549,2,21.84,38.0,26.0,6807.92,422.43,9.82
B5487,2020-05-25,31566,Employed,36,0,806,3,0,0,4,4077,70762,6721,0,36,604,High School,52958,Single,Own,4.49,3,Home,26,2614,46476,4,24.31,51.0,12.0,2630.5,2086.32,109.95
B5488,2020-05-26,115222,Employed,24,1,221,0,0,0,25,4501,6286,96577,1,21,557,Associate,17786,Single,Mortgage,39.3,0,Auto,23,1803,102863,5,22.07,37.0,0.0,9601.83,923.32,11.92
B5489,2020-05-27,21018,Employed,24,0,595,1,0,0,22,607,14654,37052,0,74,664,Master,9862,Married,Rent,9.08,1,Home,26,1472,51706,7,17.2,47.0,55.0,1751.5,488.55,61.86
B5490,2020-05-28,225337,Employed,72,2,459,1,0,0,7,7439,127825,46555,1,43,550,Master,16381,Married,Rent,10.0,1,Other,29,1903,174380,4,26.67,40.0,21.0,18778.08,458.19,4.88
B5491,2020-05-29,42513,Employed,24,0,425,2,0,0,9,4553,30565,39217,0,41,598,Master,25924,Married,Rent,2.97,0,Home,25,1528,69782,5,22.89,51.0,20.0,3542.75,1356.31,50.28
B5492,2020-05-30,22068,Employed,72,4,739,4,0,0,4,52,50874,2181,0,26,605,Bachelor,17081,Married,Rent,3.74,0,Home,27,2640,53055,4,20.68,51.0,1.0,1839.0,415.9,62.8
B5493,2020-05-31,72143,Self-Employed,96,2,231,3,0,0,15,1230,12092,65201,0,43,511,High School,24729,Divorced,Rent,42.4,1,Auto,25,51169,77293,5,33.57,51.0,19.0,6011.92,744.46,16.23
B5494,2020-06-01,71649,Self-Employed,60,3,927,3,0,0,1,2319,20097,327291,0,38,525,Bachelor,35507,Single,Mortgage,32.2,1,Debt Consolidation,24,8609,347388,4,29.22,51.0,17.0,5970.75,1131.82,34.48
B5495,2020-06-02,59956,Self-Employed,36,2,271,3,0,0,28,173,29183,53673,0,18,585,Bachelor,32666,Single,Rent,46.1,0,Auto,32,1139,82856,6,26.17,58.0,0.0,4996.33,1319.09,31.83
B5496,2020-06-03,77350,Employed,96,5,710,1,0,0,14,5523,5616,151488,0,27,449,Bachelor,58767,Divorced,Mortgage,4.24,0,Home,22,510,157104,5,38.44,45.0,4.0,6445.83,1978.38,41.71
B5497,2020-06-04,67592,Employed,12,1,377,4,0,0,15,1036,21890,40692,1,49,660,Master,12108,Single,Rent,1.46,2,Home,26,4559,62582,4,14.93,40.0,24.0,5632.67,1092.45,26.09
B5498,2020-06-05,44348,Employed,12,1,1418,1,0,0,5,308,72748,6458,0,63,568,High School,28602,Single,Mortgage,3.73,1,Education,24,8686,34563,6,18.84,55.0,38.0,3695.67,2633.68,109.63
B5499,2020-06-06,24600,Employed,48,4,400,4,0,0,25,8311,11584,76806,0,44,577,Bachelor,39644,Divorced,Mortgage,2.85,2,Home,31,2842,88390,6,24.89,50.0,22.0,2050.0,1312.05,83.51
B5500,2020-06-07,42202,Employed,48,1,308,2,0,0,2,8922,8791,9636,0,53,489,Associate,49450,Single,Mortgage,2.25,1,Debt Consolidation,20,1487,18427,5,31.97,63.0,29.0,3516.83,1837.6,61.01
B5501,2020-06-08,46134,Employed,48,0,415,3,0,0,26,1175,15255,23850,0,38,579,Master,26188,Married,Rent,3.59,1,Other,21,2161,39105,2,23.09,53.0,16.0,3844.5,840.66,32.66
B5502,2020-06-09,45778,Employed,48,2,592,2,0,0,6,1764,3737,53951,0,38,557,High School,15035,Married,Other,36.4,1,Education,21,3021,57688,4,21.54,57.0,14.0,3814.83,469.95,27.84
B5503,2020-06-10,51933,Employed,48,0,317,5,0,0,11,216,38146,49787,0,53,569,High School,16799,Single,Mortgage,3.06,1,Home,27,5562,87933,6,22.31,56.0,30.0,4327.75,532.1,19.62
B5504,2020-06-11,145185,Employed,96,2,286,3,0,0,19,3992,16238,42006,1,59,633,Bachelor,38002,Single,Rent,2.54,0,Auto,15,2001,58244,2,27.28,36.0,35.0,12098.75,976.79,10.44
B5505,2020-06-12,37730,Employed,60,1,418,3,0,0,13,115,1038,130601,1,55,641,Master,8993,Divorced,Rent,29.5,1,Other,24,1318,131639,4,18.71,36.0,29.0,3144.17,231.85,20.67
B5506,2020-06-13,36163,Employed,24,0,456,2,0,0,14,2230,18438,1223,0,27,589,High School,16250,Married,Rent,5.97,2,Home,19,5006,8947,3,17.44,58.0,3.0,3013.58,806.88,41.91
B5507,2020-06-14,35627,Unemployed,96,0,316,1,0,0,4,120,5149,24914,0,39,547,Bachelor,22499,Married,Own,22.0,2,Home,27,6644,30063,2,31.41,61.0,17.0,2968.92,642.71,32.29
B5508,2020-06-15,22504,Employed,60,0,668,3,0,0,4,587,10304,71476,0,43,557,High School,40809,Married,Rent,13.6,1,Debt Consolidation,22,23347,81780,7,27.94,60.0,21.0,1875.33,1269.14,103.3
B5509,2020-06-16,216239,Employed,60,0,728,5,0,0,27,1043,37431,13540,1,36,515,High School,14758,Married,Mortgage,16.9,0,Auto,26,2145,50971,6,27.21,39.0,18.0,18019.92,452.49,6.55
B5510,2020-06-17,24718,Employed,60,3,406,0,0,0,23,112,13071,97399,0,44,506,Associate,30098,Divorced,Mortgage,1.6,2,Debt Consolidation,26,885,110470,6,28.86,57.0,23.0,2059.83,952.8,65.97
B5511,2020-06-18,69507,Self-Employed,60,0,291,3,0,0,2,1433,25937,8271,0,49,588,Bachelor,38727,Married,Rent,3.41,0,Other,32,6096,21954,6,24.07,59.0,25.0,5792.25,1115.67,24.29
B5512,2020-06-19,188730,Employed,48,2,478,4,0,0,16,1268,11037,146906,1,52,684,Master,20768,Married,Mortgage,30.9,1,Education,21,2159,157943,8,18.1,29.0,28.0,15727.5,611.15,6.93
B5513,2020-06-20,21505,Employed,12,1,562,3,0,0,1,1210,22391,100311,0,60,579,Bachelor,45984,Divorced,Other,6.52,0,Home,15,2067,122702,7,25.66,54.0,39.0,1792.08,4385.25,276.06
B5514,2020-06-21,69902,Employed,36,0,1431,0,0,0,22,598,18333,7447,0,36,589,Associate,17278,Single,Own,16.2,0,Other,21,4618,11733,2,20.39,53.0,13.0,5825.17,645.55,35.65
B5515,2020-06-22,15000,Employed,60,3,382,4,0,0,5,70,11227,110952,0,23,485,High School,14961,Single,Mortgage,8.04,3,Home,28,3210,122179,3,27.33,55.0,1.0,1250.0,459.79,67.34
B5516,2020-06-23,30453,Employed,60,2,275,4,0,0,27,154,89494,8074,0,44,579,High School,13744,Married,Other,9.27,2,Debt Consolidation,34,5830,87769,7,25.72,50.0,20.0,2537.75,409.23,26.96
B5517,2020-06-24,75455,Employed,72,0,306,7,0,0,15,349,23946,8993,1,62,660,Bachelor,29741,Married,Mortgage,5.64,4,Auto,19,1028,32939,6,18.01,39.0,35.0,6287.92,678.49,15.66
B5518,2020-06-25,39561,Employed,60,3,333,3,0,0,12,849,40510,78399,0,34,610,High School,24808,Single,Mortgage,39.9,2,Home,18,7456,118909,0,23.8,46.0,10.0,3296.75,710.8,31.66
B5519,2020-06-26,91491,Employed,60,0,231,4,0,0,24,1985,14407,372879,1,48,546,High School,32421,Single,Own,12.9,0,Auto,26,3451,387286,3,26.73,33.0,27.0,7624.25,984.76,15.95
B5520,2020-06-27,52976,Employed,24,3,467,2,0,0,23,1332,46463,1249,0,48,527,Bachelor,36931,Married,Rent,40.8,1,Auto,24,10288,40528,6,22.33,57.0,26.0,4414.67,1921.94,54.11
B5521,2020-06-28,78310,Employed,60,0,449,6,0,0,11,990,28958,8115,0,42,466,Doctorate,45631,Married,Mortgage,8.04,0,Home,17,3628,8684,5,36.73,53.0,17.0,6525.83,1670.33,32.48
B5522,2020-06-29,30117,Employed,48,4,394,4,0,0,23,21035,21863,55517,0,40,616,High School,12622,Married,Own,28.2,1,Other,33,1867,77380,5,21.65,50.0,20.0,2509.75,395.28,31.45
B5523,2020-06-30,25132,Employed,60,0,342,1,0,0,9,1607,25692,30750,0,28,466,Bachelor,15192,Divorced,Own,47.1,0,Education,24,3187,56442,9,29.43,56.0,7.0,2094.33,486.21,39.55
B5524,2020-07-01,16965,Employed,48,2,262,1,0,0,13,216,33043,133079,0,18,568,High School,20493,Married,Mortgage,4.58,1,Home,29,3521,166122,4,24.62,51.0,0.0,1413.75,675.15,66.29
B5525,2020-07-02,15808,Employed,48,1,274,4,0,1,25,7231,29850,1439,0,26,509,High School,61348,Married,Mortgage,11.4,0,Home,21,2269,17360,3,29.79,59.0,1.0,1317.33,2201.41,187.91
B5526,2020-07-03,33566,Employed,84,1,376,4,1,0,18,2805,22645,178225,0,35,598,Master,38556,Married,Mortgage,6.25,0,Home,27,1149,200870,5,27.63,63.0,11.0,2797.17,1041.67,50.68
B5527,2020-07-04,112870,Employed,60,0,497,3,0,0,6,2595,14824,16267,0,53,652,Bachelor,45303,Single,Other,4.09,2,Debt Consolidation,21,4182,31091,6,22.74,46.0,32.0,9405.83,1270.35,18.79
B5528,2020-07-05,50146,Employed,84,1,539,2,0,0,1,6524,9576,59614,0,38,524,High School,15139,Single,Rent,1.69,0,Auto,30,1104,69190,5,29.04,55.0,14.0,4178.83,423.14,23.02
B5529,2020-07-06,27348,Employed,36,0,1259,2,0,1,26,2737,35793,2768,0,33,614,Master,17587,Married,Rent,5.25,0,Auto,22,337,14581,5,18.15,60.0,10.0,2279.0,637.14,83.2
B5530,2020-07-07,35126,Self-Employed,60,1,613,4,0,0,26,2765,20411,6748,0,29,599,Bachelor,27119,Single,Rent,5.71,0,Education,25,2732,27159,9,19.36,55.0,6.0,2927.17,708.86,45.16
B5531,2020-07-08,61224,Self-Employed,96,1,421,1,0,0,8,1201,51826,15908,0,47,633,Bachelor,17558,Divorced,Rent,3.44,0,Other,25,754,67734,4,23.08,51.0,25.0,5102.0,402.31,16.14
B5532,2020-07-09,300000,Employed,84,1,227,6,0,0,28,583,24593,14424,1,56,580,Associate,16670,Married,Rent,15.4,1,Auto,23,8815,39017,5,30.2,42.0,33.0,25000.0,478.89,2.82
B5533,2020-07-10,50456,Employed,36,2,244,2,0,0,12,503,95422,2933,0,52,590,High School,13737,Married,Mortgage,2.06,1,Home,27,6029,6532,6,19.24,50.0,31.0,4204.67,505.21,17.82
B5534,2020-07-11,68308,Employed,12,4,291,2,0,0,7,1242,416419,8218,0,47,593,Associate,27119,Married,Own,42.7,2,Other,26,8360,63885,5,20.84,51.0,20.0,5692.33,2523.07,49.44
B5535,2020-07-12,20750,Employed,84,3,301,3,0,0,8,429,2190,236100,0,22,492,High School,31316,Single,Mortgage,262.0,0,Home,21,2054,238290,6,29.72,57.0,0.0,1729.17,889.53,68.85
B5536,2020-07-13,59669,Employed,36,5,389,1,0,1,25,436,18005,4668,0,35,562,High School,8754,Single,Rent,11.5,0,Auto,20,5006,22673,10,19.94,57.0,11.0,4972.42,325.06,14.36
B5537,2020-07-14,147452,Employed,48,0,328,2,0,0,24,100,5575,30087,1,63,685,Bachelor,35987,Married,Rent,27.5,2,Auto,24,19197,35662,4,20.86,38.0,41.0,12287.67,1111.65,11.72
B5538,2020-07-15,46506,Self-Employed,60,5,1199,3,0,0,27,6207,18502,30929,0,53,583,High School,13325,Married,Mortgage,33.7,1,Home,19,400,49431,4,21.12,60.0,29.0,3875.5,361.39,40.26
B5539,2020-07-16,61351,Employed,60,3,212,3,0,0,17,117,19157,189572,0,21,537,Associate,20747,Married,Other,1.02,1,Education,31,9856,208729,3,30.28,45.0,1.0,5112.58,674.81,17.35
B5540,2020-07-17,62913,Self-Employed,36,0,812,4,1,0,25,199,33556,167782,1,39,568,Bachelor,15858,Married,Own,3.3,1,Debt Consolidation,24,1903,201338,9,22.46,48.0,20.0,5242.75,609.4,27.11
B5541,2020-07-18,59916,Employed,72,5,211,7,0,0,28,5831,272833,1805,0,44,620,Bachelor,25257,Divorced,Own,7.67,1,Home,26,4180,23005,5,24.37,48.0,22.0,4993.0,670.62,17.66
B5542,2020-07-19,104616,Employed,12,2,484,2,0,0,9,862,15969,7730,0,30,599,Bachelor,30338,Married,Rent,3.02,1,Debt Consolidation,26,2295,23699,5,20.67,54.0,3.0,8718.0,2820.08,37.9
B5543,2020-07-20,31706,Employed,36,0,228,1,0,0,25,810,12968,43822,0,18,637,Master,54826,Divorced,Mortgage,40.2,0,Debt Consolidation,16,921,56790,3,22.57,51.0,0.0,2642.17,2110.03,88.49
B5544,2020-07-21,35012,Employed,48,3,169,4,0,0,24,1691,11288,91373,1,41,653,Doctorate,11013,Married,Own,10.5,0,Debt Consolidation,17,2427,102661,3,17.84,35.0,20.0,2917.67,322.59,16.85
B5545,2020-07-22,46453,Unemployed,72,3,372,1,0,0,26,1612,26211,11177,0,30,452,Master,21162,Single,Own,21.3,2,Other,15,8533,37388,6,29.96,62.0,6.0,3871.08,636.1,26.04
B5546,2020-07-23,37818,Employed,96,2,443,1,0,0,2,789,19290,117968,0,30,469,Bachelor,16854,Married,Rent,21.0,2,Home,22,3123,137258,5,31.41,51.0,9.0,3151.5,481.45,29.33
B5547,2020-07-24,15000,Self-Employed,72,1,312,3,0,0,25,328,78159,3146,0,35,613,Bachelor,20065,Married,Mortgage,183.0,0,Auto,33,5587,17707,4,22.2,51.0,12.0,1250.0,506.54,65.48
B5548,2020-07-25,22833,Employed,48,1,357,1,0,0,12,89,21977,66428,0,38,561,High School,49772,Married,Mortgage,5.37,0,Debt Consolidation,27,5963,88405,5,24.69,53.0,14.0,1902.75,1641.7,105.04
B5549,2020-07-26,15000,Employed,36,1,360,0,0,0,19,1561,40659,46244,0,39,586,Bachelor,23514,Single,Rent,31.4,2,Education,23,1167,86903,5,20.97,54.0,15.0,1250.0,885.53,99.64
B5550,2020-07-27,31672,Employed,24,0,391,4,0,1,14,588,31527,5828,0,29,412,Bachelor,27265,Married,Rent,21.3,3,Home,17,10893,17511,7,29.1,63.0,10.0,2639.33,1511.86,72.1
B5551,2020-07-28,61560,Employed,60,1,219,5,0,0,21,870,30130,3071,0,37,572,Associate,22801,Married,Rent,3.93,1,Other,27,1407,19891,5,22.0,50.0,17.0,5130.0,629.74,16.54
B5552,2020-07-29,45751,Employed,36,0,1001,4,0,0,2,495,61330,9571,0,18,579,Associate,9411,Married,Mortgage,27.6,1,Other,22,1887,55060,4,20.46,55.0,0.0,3812.58,351.96,35.49
B5553,2020-07-30,59608,Employed,48,1,225,4,0,0,20,2237,34544,10339,1,43,618,Bachelor,9708,Single,Mortgage,28.1,0,Home,32,6129,44883,9,19.79,40.0,23.0,4967.33,294.33,10.45
B5554,2020-07-31,38178,Self-Employed,12,1,643,6,0,0,19,1394,1195,233683,0,18,600,Master,16370,Married,Rent,7.56,2,Debt Consolidation,26,4722,234878,2,21.76,50.0,0.0,3181.5,1530.25,68.31
B5555,2020-08-01,75522,Employed,36,4,683,3,0,0,27,309,12650,15134,0,36,558,High School,54451,Married,Mortgage,389.0,1,Auto,26,1300,27784,8,26.07,49.0,13.0,6293.5,2195.9,45.74
B5556,2020-08-02,265452,Employed,72,0,399,2,0,0,14,423,8451,53777,1,51,633,Associate,26241,Married,Mortgage,14.2,1,Home,20,12380,62228,7,21.0,36.0,30.0,22121.0,643.85,4.71
B5557,2020-08-03,36754,Employed,60,3,550,2,0,0,22,4340,37573,49599,0,27,577,Bachelor,63994,Single,Mortgage,4.74,1,Education,18,3140,87172,4,28.02,54.0,0.0,3062.83,1993.28,83.04
B5558,2020-08-04,47760,Employed,60,1,352,3,0,0,26,9083,14595,121361,0,48,580,High School,49265,Married,Other,21.8,1,Auto,23,10006,135956,3,25.01,51.0,27.0,3980.0,1446.28,45.18
B5559,2020-08-05,39284,Employed,96,0,296,1,0,0,9,1331,40695,10283,0,53,590,Master,41126,Divorced,Own,5.63,1,Other,21,7937,41544,5,26.81,61.0,31.0,3273.67,1043.99,40.93
B5560,2020-08-06,15162,Employed,60,2,459,4,0,1,10,2668,16416,20952,0,18,549,Bachelor,28612,Single,Rent,5.7,3,Auto,18,1919,37368,8,22.04,67.0,0.0,1263.5,790.88,98.92
B5561,2020-08-07,54635,Employed,60,1,647,2,0,0,3,257,43425,18505,0,38,609,Associate,11148,Married,Mortgage,38.5,4,Home,22,2142,61930,5,21.92,54.0,19.0,4552.92,307.39,20.96
B5562,2020-08-08,83971,Employed,72,1,247,4,1,0,21,3642,26451,300425,1,18,560,Bachelor,11291,Single,Own,2.76,1,Auto,23,5262,326876,2,21.6,45.0,0.0,6997.58,281.02,7.55
B5563,2020-08-09,190585,Employed,60,2,810,2,0,0,23,543,3216,46848,1,38,541,High School,34273,Married,Other,17.7,1,Education,25,18627,50064,7,31.36,40.0,15.0,15882.08,1137.65,12.26
B5564,2020-08-10,41563,Employed,36,1,228,0,0,0,7,995,33454,75430,0,39,621,Bachelor,12621,Married,Other,40.4,1,Home,24,4886,108884,5,19.13,51.0,17.0,3463.58,463.47,19.96
B5565,2020-08-11,32679,Self-Employed,36,0,934,2,0,0,9,5040,38433,9456,0,18,581,High School,13158,Married,Own,16.3,2,Home,24,754,35406,2,18.09,56.0,0.0,2723.25,476.29,51.79
B5566,2020-08-12,91539,Unemployed,60,0,924,4,0,0,20,402,9005,16812,0,63,606,Associate,16273,Divorced,Mortgage,11.6,2,Auto,20,3286,25817,7,26.19,51.0,40.0,7628.25,489.05,18.52
B5567,2020-08-13,120320,Employed,48,0,140,3,1,1,23,1093,16317,58292,0,43,615,High School,16826,Single,Other,27.9,3,Debt Consolidation,27,1759,74609,4,22.1,69.0,18.0,10026.67,531.04,6.69
